state,action,value
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'buy'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'buy'), ('TimeOfDay', 'sell'), ('TrendFinder', 'sell'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'buy'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,33.2
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'buy'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'buy'), ('TimeOfDay', 'sell'), ('TrendFinder', 'sell'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'buy'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'buy'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'buy'), ('TimeOfDay', 'sell'), ('TrendFinder', 'sell'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'buy'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'buy'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'buy'), ('TimeOfDay', 'sell'), ('TrendFinder', 'sell'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'buy'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'hold'), ('MACDDivergence', 'sell'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'buy'), ('TimeOfDay', 'sell'), ('TrendFinder', 'sell'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,27.21999999999971
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'hold'), ('MACDDivergence', 'sell'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'buy'), ('TimeOfDay', 'sell'), ('TrendFinder', 'sell'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'hold'), ('MACDDivergence', 'sell'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'buy'), ('TimeOfDay', 'sell'), ('TrendFinder', 'sell'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'hold'), ('MACDDivergence', 'sell'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'buy'), ('TimeOfDay', 'sell'), ('TrendFinder', 'sell'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,11.36999999999971
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,-17.840000000000874
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,-7.95
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'sell'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,17.090000000000874
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,4.390000000000874
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'hold'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'buy'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,-14.890000000000875
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'buy'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'buy'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'buy'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'buy'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'buy'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'buy'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'hold'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'hold'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,0.0
"(('ADXStrength', 'hold'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'hold'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'hold'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'hold'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'hold'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'hold'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'hold'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'hold'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'sell'), ('LiquidityMapper', 'buy'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'buy'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,15.180000000000291
"(('ADXStrength', 'hold'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'sell'), ('LiquidityMapper', 'buy'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'buy'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'hold'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'sell'), ('LiquidityMapper', 'buy'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'buy'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'hold'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'sell'), ('LiquidityMapper', 'buy'), ('MACDDivergence', 'buy'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'hold'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'buy'), ('WhaleWallet', 'sell'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'avoid'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'sell'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'hold'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,4.810000000000582
"(('ADXStrength', 'avoid'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'sell'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'hold'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'avoid'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'sell'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'hold'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'avoid'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'sell'), ('LiquidityMapper', 'avoid'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'hold'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'avoid'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'hold'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'hold'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,0.0
"(('ADXStrength', 'avoid'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'hold'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'hold'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
"(('ADXStrength', 'avoid'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'hold'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'hold'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",hold,0.0
"(('ADXStrength', 'avoid'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'hold'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'hold'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'hold'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",avoid,0.0
"(('ADXStrength', 'avoid'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'buy'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'buy'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'hold'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",buy,48.40999999999913
"(('ADXStrength', 'avoid'), ('CorrelationMonitor', 'hold'), ('FundingRate', 'buy'), ('LiquidityMapper', 'buy'), ('MACDDivergence', 'hold'), ('NewsSentiment', 'buy'), ('PnLClusterRebalancer', 'hold'), ('RSIRegime', 'sell'), ('TimeOfDay', 'sell'), ('TrendFinder', 'buy'), ('VolatilityCluster', 'avoid'), ('VolumeSpike', 'hold'), ('WhaleWallet', 'hold'), ('event_window', False), ('high_volatility', np.False_), ('is_weekend', False), ('low_liquidity', np.False_), ('session', 'US'))",sell,0.0
